countyName,perCapitaPersonalIncome
"Medina, OH",32383
"Meigs, OH",19591
"Mercer, OH",28028
"Miami, OH",29648
"Monroe, OH",22475
"Montgomery, OH",31001
"Morgan, OH",19413
"Morrow, OH",24399
"Muskingum, OH",25487
"Noble, OH",17193
"Ottawa, OH",31175
"Paulding, OH",24437
"Perry, OH",20687
"Pickaway, OH",24847
"Pike, OH",21389
"Portage, OH",28528
"Preble, OH",25527
"Putnam, OH",27387
"Richland, OH",26110
"Ross, OH",23976
"Sandusky, OH",26192
"Scioto, OH",22930
"Seneca, OH",25410
"Shelby, OH",29213
"Stark, OH",28145
"Summit, OH",33095
"Trumbull, OH",26761
"Tuscarawas, OH",24445
"Union, OH",29160
"Van Wert, OH",26446
"Vinton, OH",18788
"Warren, OH",33238
"Washington, OH",25715
"Wayne, OH",26619
"Williams, OH",26644
"Wood, OH",29253
"Wyandot, OH",27171
"Adair, OK",18959
"Alfalfa, OK",20824
"Atoka, OK",17872
"Beaver, OK",22653
"Beckham, OK",23259
"Blaine, OK",17818
"Bryan, OK",22775
"Caddo, OK",19145
"Canadian, OK",27865
"Carter, OK",25797
"Cherokee, OK",20443
"Choctaw, OK",19804
"Cimarron, OK",21840
"Cleveland, OK",28189
"Coal, OK",17198
"Comanche, OK",26066
"Cotton, OK",25240
"Craig, OK",23106
"Creek, OK",23298
"Custer, OK",23265
"Delaware, OK",24420
"Dewey, OK",25068
"Ellis, OK",24873
"Garfield, OK",28520
"Garvin, OK",25245
"Grady, OK",22909
"Grant, OK",29649
"Greer, OK",23071
"Harmon, OK",23162
"Harper, OK",29015
"Haskell, OK",22018
"Hughes, OK",19768
"Jackson, OK",25450
"Jefferson, OK",19886
"Johnston, OK",20490
"Kay, OK",27566
"Kingfisher, OK",28116
"Kiowa, OK",23248
"Latimer, OK",22861
"Le Flore, OK",21503
"Lincoln, OK",21346
"Logan, OK",28483
"Love, OK",22207
"McClain, OK",25682
"McCurtain, OK",22542
"McIntosh, OK",21239
"Major, OK",23621
"Marshall, OK",20981
"Mayes, OK",22024
"Murray, OK",22332
"Muskogee, OK",22746
"Noble, OK",23377
"Nowata, OK",19158
"Okfuskee, OK",18849
"Oklahoma, OK",34344
"Okmulgee, OK",21317
"Osage, OK",24583
"Ottawa, OK",22810
"Pawnee, OK",22886
"Payne, OK",22566
"Pittsburg, OK",23561
"Pontotoc, OK",24233
"Pottawatomie, OK",23410
"Pushmataha, OK",20083
"Roger Mills, OK",24940
"Rogers, OK",24976
"Seminole, OK",21121
"Sequoyah, OK",20992
"Stephens, OK",25193
"Texas, OK",25441
"Tillman, OK",20141
"Tulsa, OK",38234
"Wagoner, OK",23503
"Washington, OK",32258
"Washita, OK",20383
"Woods, OK",23596
"Woodward, OK",24242
"Baker, OR",22817
"Benton, OR",34444
"Clackamas, OR",37691
"Clatsop, OR",27216
"Columbia, OR",27984
"Coos, OR",25521
"Crook, OR",22631
"Curry, OR",25760
"Deschutes, OR",30445
"Douglas, OR",26045
"Gilliam, OR",25121
"Grant, OR",26833
"Harney, OR",23857
"Hood River, OR",25957
"Jackson, OR",28686
"Jefferson, OR",22180
"Josephine, OR",23838
"Klamath, OR",24858
"Lake, OR",24301
"Lane, OR",27979
"Lincoln, OR",27880
"Linn, OR",25361
"Malheur, OR",20001
"Marion, OR",27535
"Morrow, OR",27092
"Multnomah, OR",35757
"Polk, OR",26989
"Sherman, OR",23003
"Tillamook, OR",27092
"Umatilla, OR",24086
"Union, OR",26832
"Wallowa, OR",26432
"Wasco, OR",25420
"Washington, OR",33168
"Wheeler, OR",22549
"Yamhill, OR",27566
"Adams, PA",27904
"Allegheny, PA",39289
"Armstrong, PA",27055
"Beaver, PA",27891
"Bedford, PA",23224
"Berks, PA",30622
"Blair, PA",26471
"Bradford, PA",24549
"Bucks, PA",43587
"Butler, PA",32052
"Cambria, PA",25218
"Cameron, PA",25843
"Carbon, PA",26578
"Centre, PA",27451
"Chester, PA",49825
"Clarion, PA",26200
"Clearfield, PA",24567
"Clinton, PA",24265
"Columbia, PA",26686
"Crawford, PA",23647
"Cumberland, PA",35005
"Dauphin, PA",33983
"Delaware, PA",40508
"Elk, PA",28430
"Erie, PA",26680
"Fayette, PA",24944
"Forest, PA",19947
"Franklin, PA",28120
"Fulton, PA",27149
"Greene, PA",22626
"Huntingdon, PA",22118
"Indiana, PA",25961
"Jefferson, PA",24557
"Juniata, PA",26559
"Lackawanna, PA",30131
"Lancaster, PA",31153
"Lawrence, PA",25353
"Lebanon, PA",30187
"Lehigh, PA",33824
"Luzerne, PA",29361
"Lycoming, PA",27040
"McKean, PA",26518
"Mercer, PA",26089
"Mifflin, PA",23391
"Monroe, PA",26533
"Montgomery, PA",52656
"Montour, PA",32366
"Northampton, PA",31437
"Northumberland, PA",26143
"Perry, PA",27751
"Philadelphia, PA",29489
"Pike, PA",26171
"Potter, PA",26610
"Schuylkill, PA",25394
"Snyder, PA",27883
"Somerset, PA",23837
"Sullivan, PA",24658
"Susquehanna, PA",25503
"Tioga, PA",22483
"Union, PA",24700
"Venango, PA",26160
"Warren, PA",26000
"Washington, PA",32484
"Wayne, PA",26316
"Westmoreland, PA",30959
"Wyoming, PA",25371
"York, PA",30946
"Bristol, RI",44232
"Kent, RI",36545
"Newport, RI",41901
"Providence, RI",31052
"Washington, RI",39109
"Abbeville, SC",21190
"Aiken, SC",27917
"Allendale, SC",18031
"Anderson, SC",25939
"Bamberg, SC",20100
"Barnwell, SC",19879
"Beaufort, SC",37561
"Berkeley, SC",24655
"Calhoun, SC",26720
"Charleston, SC",31784
"Cherokee, SC",21883
"Chester, SC",23615
"Chesterfield, SC",21911
"Clarendon, SC",20853
"Colleton, SC",21726
"Darlington, SC",25092
"Dillon, SC",20147
"Dorchester, SC",25298
"Edgefield, SC",21657
"Fairfield, SC",22719
"Florence, SC",27366
"Georgetown, SC",28760
"Greenville, SC",30733
"Greenwood, SC",24708
"Hampton, SC",20462
"Horry, SC",25775
"Jasper, SC",22718
"Kershaw, SC",27671
"Lancaster, SC",20540
"Laurens, SC",22871
"Lee, SC",19548
"Lexington, SC",30850
"McCormick, SC",19832
"Marion, SC",20291
"Marlboro, SC",19221
"Newberry, SC",23194
"Oconee, SC",27775
"Orangeburg, SC",23241
"Pickens, SC",23581
"Richland, SC",29641
"Saluda, SC",24846
"Spartanburg, SC",26089
"Sumter, SC",23815
"Union, SC",23490
"Williamsburg, SC",19021
"York, SC",28967
"Aurora, SD",30514
"Beadle, SD",32605
"Bennett, SD",21065
"Bon Homme, SD",27469
"Brookings, SD",27645
"Brown, SD",36550
"Brule, SD",25751
"Buffalo, SD",15136
"Butte, SD",23716
"Campbell, SD",27468
"Charles Mix, SD",27516
"Clark, SD",31350
"Clay, SD",29415
"Codington, SD",30737
"Corson, SD",19199
"Custer, SD",27631
"Davison, SD",33215
"Day, SD",29002
"Deuel, SD",30912
"Dewey, SD",20046
"Douglas, SD",28378
"Edmunds, SD",38884
"Fall River, SD",25872
"Faulk, SD",33280
"Grant, SD",30400
"Gregory, SD",27748
"Haakon, SD",32252
"Hamlin, SD",27105
"Hand, SD",34291
"Hanson, SD",28888
"Harding, SD",23713
"Hughes, SD",31574
"Hutchinson, SD",31433
"Hyde, SD",27624
"Jackson, SD",16153
"Jerauld, SD",33919
"Jones, SD",29461
"Kingsbury, SD",32107
"Lake, SD",28557
"Lawrence, SD",27736
"Lincoln, SD",32694
"Lyman, SD",22710
"McCook, SD",31118
"McPherson, SD",25417
"Marshall, SD",29820
"Meade, SD",31372
"Mellette, SD",19696
"Miner, SD",27759
"Minnehaha, SD",34602
"Moody, SD",30475
"Pennington, SD",31372
"Perkins, SD",25922
"Potter, SD",36001
"Roberts, SD",25716
"Sanborn, SD",37665
"Shannon, SD",15534
"Spink, SD",35632
"Stanley, SD",33219
"Sully, SD",51198
"Todd, SD",14578
"Tripp, SD",26491
"Turner, SD",33394
"Union, SD",43817
"Walworth, SD",25109
"Yankton, SD",28191
"Ziebach, SD",14371
"Anderson, TN",28135
"Bedford, TN",26108
"Benton, TN",20739
"Bledsoe, TN",20731
"Blount, TN",26548
"Bradley, TN",27056
"Campbell, TN",21829
"Cannon, TN",25447
"Carroll, TN",22523
"Carter, TN",21199
"Cheatham, TN",28310
"Chester, TN",21809
"Claiborne, TN",21781
"Clay, TN",20415
"Cocke, TN",19035
"Coffee, TN",27549
"Crockett, TN",23281
"Cumberland, TN",23562
"Davidson, TN",38245
"Decatur, TN",23967
"DeKalb, TN",23525
"Dickson, TN",25112
"Dyer, TN",26123
"Fayette, TN",27991
"Fentress, TN",21911
"Franklin, TN",23406
"Gibson, TN",24713
"Giles, TN",24128
"Grainger, TN",20794
"Greene, TN",29193
"Grundy, TN",20808
"Hamblen, TN",25536
"Hamilton, TN",32224
"Hancock, TN",14780
"Hardeman, TN",19481
"Hardin, TN",23918
"Hawkins, TN",22645
"Haywood, TN",21725
"Henderson, TN",23559
"Henry, TN",24333
"Hickman, TN",19385
"Houston, TN",22593
"Humphreys, TN",24424
"Jackson, TN",22545
"Jefferson, TN",22636
"Johnson, TN",17678
"Knox, TN",31314
"Lake, TN",15570
"Lauderdale, TN",18411
"Lawrence, TN",22222
"Lewis, TN",19817
"Lincoln, TN",25298
"Loudon, TN",29746
"McMinn, TN",23300
"McNairy, TN",24822
"Macon, TN",22901
"Madison, TN",28133
"Marion, TN",24217
"Marshall, TN",24653
"Maury, TN",27613
"Meigs, TN",21378
"Monroe, TN",22066
"Montgomery, TN",28745
"Moore, TN",25194
"Morgan, TN",18684
"Obion, TN",26139
"Overton, TN",20476
"Perry, TN",23437
"Pickett, TN",19336
"Polk, TN",23273
"Putnam, TN",25229
"Rhea, TN",21928
"Roane, TN",26353
"Robertson, TN",27972
"Rutherford, TN",28485
"Scott, TN",18965
"Sequatchie, TN",22495
"Sevier, TN",26763
"Shelby, TN",35476
"Smith, TN",24545
"Stewart, TN",22203
"Sullivan, TN",28216
"Sumner, TN",29578
"Tipton, TN",25353
"Trousdale, TN",22292
"Unicoi, TN",25343
"Union, TN",19112
"Van Buren, TN",23431
"Warren, TN",22912
"Washington, TN",26841
"Wayne, TN",17594
"Weakley, TN",23437
"White, TN",21165
"Williamson, TN",45630
"Wilson, TN",32982
"Anderson, TX",19592
"Andrews, TX",25335
"Angelina, TX",27644
"Aransas, TX",26951
"Archer, TX",28903
"Armstrong, TX",28498
"Atascosa, TX",20820
"Austin, TX",29285
"Bailey, TX",23523
"Bandera, TX",27444
"Bastrop, TX",23066
"Baylor, TX",22442
"Bee, TX",16813
"Bell, TX",27804
"Bexar, TX",29537
"Blanco, TX",30093
"Borden, TX",28039
"Bosque, TX",23690
"Bowie, TX",26256
"Brazoria, TX",28927
"Brazos, TX",22306
"Brewster, TX",26576
"Briscoe, TX",21561
"Brooks, TX",17614
"Brown, TX",22502
"Burleson, TX",23540
"Burnet, TX",28046
"Caldwell, TX",20877
"Calhoun, TX",23768
"Callahan, TX",23017
"Cameron, TX",17094
"Camp, TX",28193
"Carson, TX",26191
"Cass, TX",24322
"Castro, TX",39906
"Chambers, TX",31503
"Cherokee, TX",24375
"Childress, TX",16854
"Clay, TX",25009
"Cochran, TX",27340
"Coke, TX",19834
"Coleman, TX",22612
"Collin, TX",41850
"Collingsworth, TX",28623
"Colorado, TX",26596
"Comal, TX",31298
"Comanche, TX",24964
"Concho, TX",17729
"Cooke, TX",27802
"Coryell, TX",23698
"Cottle, TX",29880
"Crane, TX",21358
"Crockett, TX",18442
"Crosby, TX",29804
"Culberson, TX",16735
"Dallam, TX",27782
"Dallas, TX",39031
"Dawson, TX",19716
"Deaf Smith, TX",21247
"Delta, TX",20337
"Denton, TX",32863
"DeWitt, TX",22093
"Dickens, TX",17722
"Dimmit, TX",17695
"Donley, TX",23234
"Duval, TX",19615
"Eastland, TX",25904
"Ector, TX",23641
"Edwards, TX",19942
"Ellis, TX",27326
"El Paso, TX",22244
"Erath, TX",23696
"Falls, TX",20493
"Fannin, TX",22043
"Fayette, TX",30405
"Fisher, TX",24178
"Floyd, TX",28492
"Foard, TX",22685
"Fort Bend, TX",34900
"Franklin, TX",27913
"Freestone, TX",21318
"Frio, TX",17097
"Gaines, TX",23527
"Galveston, TX",32141
"Garza, TX",23296
"Gillespie, TX",32634
"Glasscock, TX",27229
"Goliad, TX",22821
"Gonzales, TX",25443
"Gray, TX",28796
"Grayson, TX",24759
"Gregg, TX",31743
"Grimes, TX",20272
"Guadalupe, TX",26905
"Hale, TX",22034
"Hall, TX",18326
"Hamilton, TX",25163
"Hansford, TX",32585
"Hardeman, TX",23043
"Hardin, TX",26049
"Harris, TX",39796
"Harrison, TX",25133
"Hartley, TX",29724
"Haskell, TX",25663
"Hays, TX",24494
"Hemphill, TX",37755
"Henderson, TX",23760
"Hidalgo, TX",15760
"Hill, TX",23033
"Hockley, TX",23716
"Hood, TX",29505
"Hopkins, TX",24244
"Houston, TX",23599
"Howard, TX",22971
"Hudspeth, TX",16597
"Hunt, TX",25042
"Hutchinson, TX",23834
"Irion, TX",26036
"Jack, TX",21527
"Jackson, TX",23214
"Jasper, TX",22592
"Jeff Davis, TX",20641
"Jefferson, TX",27574
"Jim Hogg, TX",22739
"Jim Wells, TX",22566
"Johnson, TX",25489
"Jones, TX",19406
"Karnes, TX",16960
"Kaufman, TX",25251
"Kendall, TX",35663
"Kenedy, TX",34017
"Kent, TX",26462
"Kerr, TX",32258
"Kimble, TX",20289
"King, TX",24202
"Kinney, TX",20556
"Kleberg, TX",22852
"Knox, TX",23987
"Lamar, TX",23809
"Lamb, TX",22326
"Lampasas, TX",25436
"La Salle, TX",16074
"Lavaca, TX",26696
"Lee, TX",24280
"Leon, TX",25225
"Liberty, TX",25053
"Limestone, TX",22510
"Lipscomb, TX",28847
"Live Oak, TX",20382
"Llano, TX",26193
"Loving, TX",100711
"Lubbock, TX",25909
"Lynn, TX",28614
"McCulloch, TX",23708
"McLennan, TX",25358
"McMullen, TX",30279
"Madison, TX",20975
"Marion, TX",19967
"Martin, TX",24350
"Mason, TX",23801
"Matagorda, TX",22109
"Maverick, TX",13795
"Medina, TX",22349
"Menard, TX",19584
"Midland, TX",38134
"Milam, TX",22343
"Mills, TX",24029
"Mitchell, TX",17123
"Montague, TX",24979
"Montgomery, TX",33695
"Moore, TX",23684
"Morris, TX",24917
"Motley, TX",22363
"Nacogdoches, TX",21615
"Navarro, TX",22239
"Newton, TX",18321
"Nolan, TX",23303
"Nueces, TX",28159
"Ochiltree, TX",32051
"Oldham, TX",22530
"Orange, TX",25065
"Palo Pinto, TX",24283
"Panola, TX",25477
"Parker, TX",28979
"Parmer, TX",24129
"Pecos, TX",16842
"Polk, TX",26215
"Potter, TX",25059
"Presidio, TX",14952
"Rains, TX",21098
"Randall, TX",28894
"Reagan, TX",22655
"Real, TX",21436
"Red River, TX",20442
"Reeves, TX",17599
"Refugio, TX",27614
"Roberts, TX",28594
"Robertson, TX",25019
"Rockwall, TX",35487
"Runnels, TX",22250
"Rusk, TX",23354
"Sabine, TX",23478
"San Augustine, TX",21450
"San Jacinto, TX",22459
"San Patricio, TX",23667
"San Saba, TX",21698
"Schleicher, TX",20362
"Scurry, TX",29344
"Shackelford, TX",28324
"Shelby, TX",23387
"Sherman, TX",50387
"Smith, TX",30092
"Somervell, TX",26464
"Starr, TX",11414
"Stephens, TX",22579
"Sterling, TX",19012
"Stonewall, TX",30771
"Sutton, TX",25546
"Swisher, TX",28578
"Tarrant, TX",33270
"Taylor, TX",27703
"Terrell, TX",21045
"Terry, TX",25016
"Throckmorton, TX",28806
"Titus, TX",24641
"Tom Green, TX",27100
"Travis, TX",36093
"Trinity, TX",21575
"Tyler, TX",20844
"Upshur, TX",22986
"Upton, TX",24494
"Uvalde, TX",22161
"Val Verde, TX",20697
"Van Zandt, TX",26445
"Victoria, TX",29340
"Walker, TX",17698
"Waller, TX",25017
"Ward, TX",22269
"Washington, TX",30721
"Webb, TX",17979
"Wharton, TX",25339
"Wheeler, TX",35084
"Wichita, TX",28335
"Wilbarger, TX",24515
"Willacy, TX",17187
"Williamson, TX",28932
"Wilson, TX",24760
"Winkler, TX",23365
"Wise, TX",23865
"Wood, TX",22148
"Yoakum, TX",28716
"Young, TX",27474
"Zapata, TX",14130
"Zavala, TX",14035
"Beaver, UT",27420
"Box Elder, UT",22206
"Cache, UT",21252
"Carbon, UT",24491
"Daggett, UT",18039
"Davis, UT",27315
"Duchesne, UT",23171
"Emery, UT",21129
"Garfield, UT",22293
"Grand, UT",22594
"Iron, UT",19793
"Juab, UT",20027
"Kane, UT",25308
"Millard, UT",22697
"Morgan, UT",23653
"Piute, UT",21174
"Rich, UT",24032
"Salt Lake, UT",30585
"San Juan, UT",15071
"Sanpete, UT",16878
"Sevier, UT",19722
"Summit, UT",49087
"Tooele, UT",21065
"Uintah, UT",21305
"Utah, UT",19679
"Wasatch, UT",23333
"Washington, UT",21449
"Wayne, UT",21810
"Weber, UT",25952
"Addison, VT",29662
"Bennington, VT",34313
"Caledonia, VT",26583
"Chittenden, VT",36618
"Essex, VT",19446
"Franklin, VT",27649
"Grand Isle, VT",30763
"Lamoille, VT",32182
"Orange, VT",27161
"Orleans, VT",25824
"Rutland, VT",30821
"Washington, VT",33194
"Windham, VT",31853
"Windsor, VT",33191
"Accomack, VA",21701
"Albemarle, VA",37880
"Alleghany, VA",24724
"Amelia, VA",28554
"Amherst, VA",24035
"Appomattox, VA",24920
"Arlington, VA",57328
"Augusta, VA",27775
"Bath, VA",31768
"Bedford, VA",31028
"Bland, VA",20952
"Botetourt, VA",31026
"Brunswick, VA",19798
"Buchanan, VA",21958
"Buckingham, VA",19585
"Campbell, VA",26725
"Caroline, VA",27540
"Carroll, VA",22769
"Charles City, VA",29235
"Charlotte, VA",21705
"Chesterfield, VA",36497
"Clarke, VA",34385
"Craig, VA",24357
"Culpeper, VA",29319
"Cumberland, VA",22394
"Dickenson, VA",19375
"Dinwiddie, VA",27962
"Essex, VA",25208
"Fairfax, VA",57799
"Fauquier, VA",43795
"Floyd, VA",22779
"Fluvanna, VA",26536
"Franklin, VA",26892
"Frederick, VA",30396
"Giles, VA",22818
"Gloucester, VA",28612
"Goochland, VA",51683
"Grayson, VA",20683
"Greene, VA",25666
"Greensville, VA",19377
"Halifax, VA",21891
"Hanover, VA",35952
"Henrico, VA",38966
"Henry, VA",24239
"Highland, VA",27765
"Isle of Wight, VA",30739
"James City, VA",40748
"King and Queen, VA",26722
"King George, VA",32617
"King William, VA",31324
"Lancaster, VA",37618
"Lee, VA",21749
"Loudoun, VA",39091
"Louisa, VA",29837
"Lunenburg, VA",20264
"Madison, VA",26583
"Mathews, VA",40668
"Mecklenburg, VA",23007
"Middlesex, VA",30928
"Montgomery, VA",21578
"Nelson, VA",28544
"New Kent, VA",30215
"Northampton, VA",24973
"Northumberland, VA",29452
"Nottoway, VA",23486
"Orange, VA",28527
"Page, VA",22462
"Patrick, VA",20043
"Pittsylvania, VA",24911
"Powhatan, VA",30754
"Prince Edward, VA",18490
"Prince George, VA",25579
"Prince William, VA",35060
"Pulaski, VA",26133
"Rappahannock, VA",32025
"Richmond, VA",20670
"Roanoke, VA",34325
"Rockbridge, VA",26185
"Rockingham, VA",25094
"Russell, VA",20739
"Scott, VA",21484
"Shenandoah, VA",26863
"Smyth, VA",22659
"Southampton, VA",25930
"Spotsylvania, VA",31862
"Stafford, VA",32205
"Surry, VA",24223
"Sussex, VA",22036
"Tazewell, VA",24072
"Warren, VA",29553
"Washington, VA",25999
"Westmoreland, VA",27188
"Wise, VA",22766
"Wythe, VA",22907
"York, VA",36180
"Alexandria, VA",58396
"Bedford, VA",0
"Bristol, VA",0
"Buena Vista, VA",0
"Charlottesville, VA",0
"Chesapeake, VA",32350
"Clifton Forge, VA",0
"Colonial Heights, VA",0
"Covington, VA",0
"Danville, VA",0
"Emporia, VA",0
"Fairfax, VA",0
"Falls Church, VA",0
"Franklin, VA",0
"Fredericksburg, VA",0
"Galax, VA",0
"Hampton, VA",28630
"Harrisonburg, VA",0
"Hopewell, VA",0
"Lexington, VA",0
"Lynchburg, VA",0
"Manassas, VA",0
"Manassas Park, VA",0
"Martinsville, VA",0
"Newport News, VA",26343
"Norfolk, VA",28131
"Norton, VA",0
"Petersburg, VA",0
"Poquoson, VA",0
"Portsmouth, VA",26448
"Radford, VA",0
"Richmond, VA",36950
"Roanoke, VA",30728
"Salem, VA",0
"South Boston, VA",0
"Staunton, VA",0
"Suffolk, VA",28592
"Virginia Beach, VA",36045
"Waynesboro, VA",0
"Williamsburg, VA",0
"Winchester, VA",0
"Adams, WA",23102
"Asotin, WA",26751
"Benton, WA",30870
"Chelan, WA",28871
"Clallam, WA",28761
"Clark, WA",29626
"Columbia, WA",27658
"Cowlitz, WA",25179
"Douglas, WA",23814
"Ferry, WA",19317
"Franklin, WA",20509
"Garfield, WA",25222
"Grant, WA",22276
"Grays Harbor, WA",24172
"Island, WA",30253
"Jefferson, WA",34655
"King, WA",49670
"Kitsap, WA",34639
"Kittitas, WA",24185
"Klickitat, WA",25194
"Lewis, WA",24560
"Lincoln, WA",24168
"Mason, WA",26039
"Okanogan, WA",25626
"Pacific, WA",23832
"Pend Oreille, WA",22403
"Pierce, WA",31604
"San Juan, WA",44271
"Skagit, WA",30771
"Skamania, WA",25134
"Snohomish, WA",33349
"Spokane, WA",27994
"Stevens, WA",21783
"Thurston, WA",32973
"Wahkiakum, WA",24934
"Walla Walla, WA",24939
"Whatcom, WA",28089
"Whitman, WA",21499
"Yakima, WA",24643
"Barbour, WV",20176
"Berkeley, WV",25769
"Boone, WV",20639
"Braxton, WV",18604
"Brooke, WV",25017
"Cabell, WV",26829
"Calhoun, WV",18041
"Clay, WV",15818
"Doddridge, WV",19315
"Fayette, WV",21365
"Gilmer, WV",20468
"Grant, WV",23453
"Greenbrier, WV",24695
"Hampshire, WV",20818
"Hancock, WV",25585
"Hardy, WV",22344
"Harrison, WV",28091
"Jackson, WV",21893
"Jefferson, WV",30752
"Kanawha, WV",33079
"Lewis, WV",22936
"Lincoln, WV",17890
"Logan, WV",23854
"McDowell, WV",17204
"Marion, WV",25659
"Marshall, WV",24674
"Mason, WV",20817
"Mercer, WV",24560
"Mineral, WV",23133
"Mingo, WV",21116
"Monongalia, WV",28029
"Monroe, WV",20499
"Morgan, WV",29339
"Nicholas, WV",21903
"Ohio, WV",31333
"Pendleton, WV",23659
"Pleasants, WV",26677
"Pocahontas, WV",23700
"Preston, WV",22115
"Putnam, WV",28321
"Raleigh, WV",25447
"Randolph, WV",24494
"Ritchie, WV",22527
"Roane, WV",19086
"Summers, WV",18339
"Taylor, WV",20279
"Tucker, WV",22979
"Tyler, WV",20551
"Upshur, WV",20577
"Wayne, WV",20647
"Webster, WV",17696
"Wetzel, WV",24082
"Wirt, WV",17818
"Wood, WV",27096
"Wyoming, WV",20163
"Adams, WI",23945
"Ashland, WI",24290
"Barron, WI",25413
"Bayfield, WI",24564
"Brown, WI",32747
"Buffalo, WI",31963
"Burnett, WI",24325
"Calumet, WI",32935
"Chippewa, WI",25948
"Clark, WI",23333
"Columbia, WI",32573
"Crawford, WI",23677
"Dane, WI",37696
"Dodge, WI",26726
"Door, WI",33844
"Douglas, WI",24922
"Dunn, WI",24116
"Eau Claire, WI",28054
"Florence, WI",25258
"Fond du Lac, WI",30904
"Forest, WI",22395
"Grant, WI",24965
"Green, WI",29979
"Green Lake, WI",28992
"Iowa, WI",29695
"Iron, WI",24407
"Jackson, WI",26171
"Jefferson, WI",30169
"Juneau, WI",23347
"Kenosha, WI",29541
"Kewaunee, WI",28712
"La Crosse, WI",28904
"Lafayette, WI",24376
"Langlade, WI",24756
"Lincoln, WI",26069
"Manitowoc, WI",29442
"Marathon, WI",30822
"Marinette, WI",26317
"Marquette, WI",23864
"Menominee, WI",18363
"Milwaukee, WI",31428
"Monroe, WI",25307
"Oconto, WI",26544
"Oneida, WI",30136
"Outagamie, WI",32032
"Ozaukee, WI",50753
"Pepin, WI",26326
"Pierce, WI",28454
"Polk, WI",26190
"Portage, WI",28872
"Price, WI",26184
"Racine, WI",32447
"Richland, WI",24323
"Rock, WI",27867
"Rusk, WI",21670
"St. Croix, WI",32355
"Sauk, WI",30560
"Sawyer, WI",25477
"Shawano, WI",25775
"Sheboygan, WI",32838
"Taylor, WI",24137
"Trempealeau, WI",26733
"Vernon, WI",22374
"Vilas, WI",28143
"Walworth, WI",28730
"Washburn, WI",24372
"Washington, WI",35865
"Waukesha, WI",43768
"Waupaca, WI",28800
"Waushara, WI",22803
"Winnebago, WI",31549
"Wood, WI",31649
"Albany, WY",27911
"Big Horn, WY",23755
"Campbell, WY",34350
"Carbon, WY",28994
"Converse, WY",32571
"Crook, WY",33263
"Fremont, WY",27701
"Goshen, WY",26122
"Hot Springs, WY",31708
"Johnson, WY",32237
"Laramie, WY",35169
"Lincoln, WY",28725
"Natrona, WY",38081
"Niobrara, WY",31464
"Park, WY",32954
"Platte, WY",29499
"Sheridan, WY",38033
"Sublette, WY",39001
"Sweetwater, WY",35291
"Teton, WY",89413
"Uinta, WY",30514
"Washakie, WY",33994
"Weston, WY",32820
